,Unnamed: 0,totalprice,unitprice,shoufu,structure,jianzhumianji,shiyongmianji,shijianratio,year,totalfloor,louceng,chaoxiang,zhuangxiu,zhuzhiaweizhi,dis,y1,y2,c1,c2,x1,x2,sqjuli,fsqjuli
1718,1718,800.0,56510.0,240,"[u'3', u'2', u'1', u'2']",141.0,140.0,0.9929078014184397,2008,31,2,None,3,"(24.48782, 118.1121)",思明区,23.0,114.0,44.0,25.0,73.0,33.0,"[5100.218392601198, 2202.356124164554, 2081.3819903534863, 7333.95640799994, 2273.410143023847, 6767.17100603935, 5033.7808964158485, 1519.327898866146, 6208.656130764114, 2526.2581685386576, 2526.2581685386576, 9724.390202589624, 8184.357879038924, 13430.518948002094, 24080.076994651008, 8128.846047622354]","[3113.1834570153405, 1730.558849806112, 7581.869724739647, 8384.77644295274, 1787.4236439712092]"
1719,1719,200.0,32787.0,60,"[u'2', u'2', u'0', u'1']",61.0,60.0,0.9836065573770492,1998,8,1,None,3,"(24.49766, 118.11627)",思明区,31.0,126.0,41.0,21.0,10.0,34.0,"[6209.424263481111, 3299.2232370403326, 1126.812935279098, 7679.878678821473, 1673.65175013096, 6122.086246184435, 5084.9613748778675, 2301.3685171551056, 7377.255804391063, 3664.5748349356218, 3664.5748349356218, 8762.118410667837, 8778.632176102312, 12523.154539608939, 22974.643897188056, 8609.613002984339]","[4065.252512511345, 2293.007198058106, 6740.434125973167, 7986.285187824065, 1028.7615429598243]"
1720,1720,210.0,34427.0,63,"[u'2', u'2', u'1', u'1']",61.0,60.0,0.9836065573770492,1998,8,1,None,3,"(24.49766, 118.11627)",思明区,31.0,126.0,41.0,21.0,10.0,34.0,"[6209.424263481111, 3299.2232370403326, 1126.812935279098, 7679.878678821473, 1673.65175013096, 6122.086246184435, 5084.9613748778675, 2301.3685171551056, 7377.255804391063, 3664.5748349356218, 3664.5748349356218, 8762.118410667837, 8778.632176102312, 12523.154539608939, 22974.643897188056, 8609.613002984339]","[4065.252512511345, 2293.007198058106, 6740.434125973167, 7986.285187824065, 1028.7615429598243]"
1721,1721,320.0,36782.0,96,"[u'3', u'2', u'1', u'2']",87.0,86.0,0.9885057471264368,2000,7,3,None,3,"(24.4737, 118.11646)",思明区,25.0,81.0,46.0,21.0,73.0,27.0,"[4439.692334977709, 699.7496430754909, 3194.8191553747406, 8133.564685794898, 2965.395213691423, 6980.26187914595, 4371.155732593026, 711.3567827265703, 5042.50198880517, 1166.6928317575241, 1166.6928317575241, 11345.568927507207, 8613.51260041062, 13953.962188511063, 25626.958283456843, 8728.009808185365]","[3205.951875281136, 2817.7962152099526, 8083.4414437174155, 8167.168134601816, 2796.7201579411103]"
1722,1722,270.0,38849.0,81,"[u'2', u'1', u'1', u'1']",69.0,68.0,0.9855072463768116,1996,7,3,None,3,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1723,1723,288.0,40564.0,86,"[u'2', u'2', u'1', u'1']",71.0,70.0,0.9859154929577465,1996,8,3,None,3,"(24.49638, 118.11853)",思明区,34.0,128.0,41.0,20.0,10.0,35.0,"[6243.62529290214, 3186.3014060489018, 978.3345096070204, 7909.6581301153155, 1434.8983945687185, 5916.9981778858855, 4815.6566929357205, 2113.997008150355, 7339.225514499669, 3574.8935291613416, 3574.8935291613416, 8961.871812273142, 8972.90485088101, 12389.883531095575, 23110.56086416635, 8822.207443606443]","[4164.254537326515, 2463.948460806914, 6582.767201888999, 7746.324118502966, 804.4886167181519]"
1724,1724,285.0,50000.0,85,"[u'2', u'1', u'1', u'1']",57.0,56.0,0.9824561403508771,2008,12,3,None,4,"(24.51221, 118.15477)",湖里区,43.0,174.0,28.0,28.0,60.0,27.0,"[10094.87954661392, 6440.1602499384335, 3097.91637171039, 11697.601649252152, 2871.284058021386, 2298.2955882044944, 4207.401500623683, 5070.903451768236, 10785.747398942569, 6927.906448480687, 6927.906448480687, 9255.616589908448, 12959.140390549324, 8331.847981518622, 21590.63814960587, 12724.356410269347]","[8206.474948741225, 6514.498145661869, 2520.286648340493, 4674.71458204372, 3317.7545797843077]"
1725,1725,440.0,51045.0,132,"[u'3', u'1', u'1', u'1']",86.0,85.0,0.9883720930232558,2009,13,1,5,3,"(24.50831, 118.14399)",湖里区,42.0,186.0,33.0,12.0,68.0,33.0,"[8989.414546704025, 5430.332651714642, 1924.4442679905098, 10558.867899290117, 1783.0444805188622, 3273.6357368155063, 4066.367676869329, 4066.263345551418, 9783.236921077614, 5908.274492046627, 5908.274492046627, 8905.379927217686, 11790.759963362001, 9493.100222284806, 21886.015272291108, 11568.141530018796]","[7047.430588124976, 5339.73201445877, 3694.7514878877587, 5483.714548555098, 2162.293970556295]"
1726,1726,560.0,46281.0,168,"[u'4', u'2', u'1', u'2']",121.0,120.0,0.9917355371900827,2007,15,3,None,4,"(24.50796, 118.15145)",湖里区,51.0,181.0,30.0,10.0,65.0,34.0,"[9535.104634380992, 5863.869559060574, 2617.1561760142854, 11306.210501801886, 2319.47607890998, 2518.042781246863, 3798.660474919941, 4495.037468218138, 10208.013185448388, 6352.279684683675, 6352.279684683675, 9393.193206619248, 12512.107193157533, 8865.25433309469, 22010.065097200128, 12304.677070779053]","[7682.206827553685, 6033.759805611637, 3014.646239647692, 4766.3940808529715, 2801.4447595744555]"
1727,1727,410.0,43158.0,123,"[u'3', u'3', u'1', u'1']",95.0,94.0,0.9894736842105263,2000,15,3,None,3,"(24.51034, 118.15195)",湖里区,49.0,179.0,29.0,29.0,61.0,31.0,"[9742.929760689176, 6097.639412072531, 2753.9321847726565, 11386.782555512438, 2518.8115301939274, 2514.1515109109773, 4046.442098863796, 4728.000707241439, 10445.8734621414, 6584.34369528695, 6584.34369528695, 9222.386845581766, 12628.224602825308, 8683.49436050053, 21755.428621443585, 12402.974741283419]","[7855.308162984019, 6172.396272987692, 2861.129531379387, 4829.825707338179, 2966.937330011667]"
1728,1728,668.0,56135.0,200,"[u'4', u'2', u'1', u'2']",119.0,118.0,0.9915966386554622,2012,14,2,None,4,"(24.5081, 118.14627)",湖里区,47.0,189.0,33.0,12.0,68.0,33.0,"[9145.432483422459, 5546.331674338505, 2127.243045317221, 10785.873335235481, 1923.3933806476298, 3041.397473651141, 3960.4355767972124, 4178.211781295569, 9899.667791928077, 6028.349967541142, 6028.349967541142, 9059.721681951058, 12007.820996565171, 9304.971032485806, 21932.58048676981, 11790.879347937482]","[7233.123457207616, 5545.986717704984, 3487.8023701829466, 5259.215010737602, 2344.3445489622413]"
1729,1729,580.0,53212.0,174,"[u'3', u'2', u'1', u'4']",109.0,108.0,0.9908256880733946,2000,8,3,None,5,"(24.52261, 118.14103)",湖里区,60.0,150.0,24.0,10.0,56.0,18.0,"[9935.361911938948, 6662.229450318309, 2799.7812689892476, 10565.302788353354, 3068.6791961650715, 4045.0078859884693, 5652.6276156751255, 5346.553401091945, 10965.087600363826, 7112.269176217903, 7112.269176217903, 7470.122815874679, 12026.763066010555, 9096.464576571581, 20281.078738056694, 11683.803459513263]","[7772.349366729961, 5876.422860742634, 3774.276084016214, 6463.307280973619, 3175.840671694549]"
1730,1730,378.0,50400.0,113,"[u'2', u'2', u'1', u'1']",75.0,74.0,0.9866666666666667,2009,11,1,None,3,"(24.50719, 118.1393)",湖里区,37.0,188.0,32.0,14.0,69.0,37.0,"[8558.633361292887, 5068.132501058166, 1444.0614692612314, 10072.698594711346, 1411.3670844435521, 3737.2601743954087, 4165.153007202619, 3717.218173758187, 9412.928957699249, 5537.756875987437, 5537.756875987437, 8743.661907830643, 11299.546197499776, 9968.183991483786, 21969.113464687358, 11078.00088949953]","[6579.486066432313, 4853.1814844204, 4183.789520247345, 5893.334672896728, 1708.5089450170121]"
1731,1731,600.0,48388.0,180,"[u'3', u'2', u'1', u'2']",124.0,123.0,0.9919354838709677,2008,12,3,None,3,"(24.51221, 118.15477)",湖里区,43.0,174.0,28.0,28.0,60.0,27.0,"[10094.87954661392, 6440.1602499384335, 3097.91637171039, 11697.601649252152, 2871.284058021386, 2298.2955882044944, 4207.401500623683, 5070.903451768236, 10785.747398942569, 6927.906448480687, 6927.906448480687, 9255.616589908448, 12959.140390549324, 8331.847981518622, 21590.63814960587, 12724.356410269347]","[8206.474948741225, 6514.498145661869, 2520.286648340493, 4674.71458204372, 3317.7545797843077]"
1732,1732,750.0,45858.0,225,"[u'4', u'2', u'2', u'4']",163.0,162.0,0.9938650306748467,2007,9,1,None,4,"(24.51955, 118.15348)",湖里区,49.0,153.0,25.0,10.0,54.0,17.0,"[10543.375515806352, 7001.844788125091, 3400.187516583546, 11711.13138101516, 3355.5691584016263, 2791.025510851809, 5030.21313379787, 5635.914334805629, 11355.227572830674, 7480.9007650973845, 7480.9007650973845, 8579.184026758443, 13080.993611742895, 8063.125547305816, 20767.224786542338, 12789.721216469325]","[8538.09649192794, 6746.733040458275, 2501.4194719581733, 5232.824064983965, 3691.610050267447]"
1733,1733,340.0,58621.0,102,"[u'2', u'2', u'1', u'1']",58.0,57.0,0.9827586206896551,2009,13,3,1,3,"(24.50831, 118.14399)",湖里区,42.0,186.0,33.0,12.0,68.0,33.0,"[8989.414546704025, 5430.332651714642, 1924.4442679905098, 10558.867899290117, 1783.0444805188622, 3273.6357368155063, 4066.367676869329, 4066.263345551418, 9783.236921077614, 5908.274492046627, 5908.274492046627, 8905.379927217686, 11790.759963362001, 9493.100222284806, 21886.015272291108, 11568.141530018796]","[7047.430588124976, 5339.73201445877, 3694.7514878877587, 5483.714548555098, 2162.293970556295]"
1734,1734,72.0,23377.0,21,"[u'1', u'1', u'1', u'1']",30.0,29.0,0.9666666666666667,2012,11,1,7,4,"(24.51289, 118.1499)",湖里区,43.0,176.0,29.0,10.0,60.0,28.0,"[9773.744501093051, 6191.60441545341, 2689.780638436869, 11220.41188048639, 2560.1266211837665, 2789.885584413109, 4365.940433636601, 4823.714815478239, 10545.03903732118, 6673.132237269777, 6673.132237269777, 8872.60305055984, 12506.64074082036, 8722.566361334248, 21448.373522185386, 12258.01857944763]","[7824.524158594195, 6090.768466498136, 2968.4692516762625, 5143.2214778285925, 2944.312043550283]"
1735,1735,54.0,23479.0,16,"[u'1', u'1', u'1', u'1']",23.0,22.0,0.9565217391304348,2012,11,3,7,3,"(24.51289, 118.1499)",湖里区,43.0,176.0,29.0,10.0,60.0,28.0,"[9773.744501093051, 6191.60441545341, 2689.780638436869, 11220.41188048639, 2560.1266211837665, 2789.885584413109, 4365.940433636601, 4823.714815478239, 10545.03903732118, 6673.132237269777, 6673.132237269777, 8872.60305055984, 12506.64074082036, 8722.566361334248, 21448.373522185386, 12258.01857944763]","[7824.524158594195, 6090.768466498136, 2968.4692516762625, 5143.2214778285925, 2944.312043550283]"
1736,1736,620.0,52101.0,186,"[u'3', u'2', u'1', u'2']",119.0,118.0,0.9915966386554622,2010,23,2,None,4,"(24.48852, 118.0956)",思明区,13.0,68.0,40.0,16.0,64.0,18.0,"[4252.868590399072, 2912.0135755457122, 3448.18542556112, 5670.147288955827, 3848.228195914112, 8366.574113721657, 6668.486298468981, 2943.689489559694, 5845.455934554867, 2965.7819278723473, 2965.7819278723473, 9458.290125158146, 6533.41518934157, 14848.511686050899, 24138.541567622226, 6455.877802733886]","[1865.8286472269729, 179.41837148520142, 9062.471111963805, 10053.347101722411, 3269.199283601708]"
1737,1737,435.0,38496.0,130,"[u'3', u'2', u'1', u'2']",113.0,112.0,0.9911504424778761,2002,6,2,None,4,"(24.48998, 118.09984)",思明区,13.0,81.0,40.0,17.0,66.0,24.0,"[4585.646497007446, 2804.2954691908494, 2989.673290103232, 6069.991283958908, 3394.3737413996873, 7911.931781216581, 6293.47957179083, 2638.707999737142, 6073.809354911388, 2933.9330256770563, 2933.9330256770563, 9318.099663432575, 6982.3797650656525, 14392.934751919855, 23931.692652916772, 6887.345714155508]","[2262.3287020207204, 469.49802024726796, 8603.56039925784, 9620.164020937971, 2810.945715885041]"
1738,1738,435.0,38496.0,130,"[u'3', u'2', u'1', u'2']",113.0,112.0,0.9911504424778761,2002,6,2,None,3,"(24.48998, 118.09984)",思明区,13.0,81.0,40.0,17.0,66.0,24.0,"[4585.646497007446, 2804.2954691908494, 2989.673290103232, 6069.991283958908, 3394.3737413996873, 7911.931781216581, 6293.47957179083, 2638.707999737142, 6073.809354911388, 2933.9330256770563, 2933.9330256770563, 9318.099663432575, 6982.3797650656525, 14392.934751919855, 23931.692652916772, 6887.345714155508]","[2262.3287020207204, 469.49802024726796, 8603.56039925784, 9620.164020937971, 2810.945715885041]"
1739,1739,276.0,45246.0,82,"[u'2', u'1', u'1', u'1']",61.0,60.0,0.9836065573770492,2010,32,2,6,4,"(24.48582, 118.08127)",湖里区,12.0,42.0,32.0,16.0,57.0,15.0,"[3603.6091372975293, 3820.94730528335, 4908.844037894124, 4325.68087274162, 5331.1595390825805, 9849.356259586499, 8036.1001586275315, 4234.634705085525, 5545.600626179151, 3691.4850844917523, 3691.4850844917523, 9827.80005427708, 5054.055693292378, 16278.704697347162, 24643.744705276054, 5012.758995399137]","[1269.4814813958617, 1490.4274262877796, 10522.188337451962, 11516.921555365174, 4747.391952193432]"
1740,1740,860.0,48353.0,258,"[u'3', u'3', u'1', u'3']",177.0,177.0,1.0,2002,10,3,None,3,"(24.48998, 118.09984)",思明区,13.0,81.0,40.0,17.0,66.0,24.0,"[4585.646497007446, 2804.2954691908494, 2989.673290103232, 6069.991283958908, 3394.3737413996873, 7911.931781216581, 6293.47957179083, 2638.707999737142, 6073.809354911388, 2933.9330256770563, 2933.9330256770563, 9318.099663432575, 6982.3797650656525, 14392.934751919855, 23931.692652916772, 6887.345714155508]","[2262.3287020207204, 469.49802024726796, 8603.56039925784, 9620.164020937971, 2810.945715885041]"
1741,1741,640.0,46716.0,192,"[u'3', u'2', u'1', u'2']",137.0,136.0,0.9927007299270073,2000,35,2,8,4,"(24.48641, 118.11146)",思明区,22.0,108.0,44.0,25.0,73.0,31.0,"[4940.639423101105, 2052.15788732059, 2237.9081787679556, 7294.1461397881785, 2397.9182559122387, 6875.054846241646, 5052.786784924763, 1453.7329136458304, 6039.541947466624, 2365.2903881152706, 2365.2903881152706, 9865.122489673076, 8105.150915013327, 13567.48397408, 24239.175561882308, 8067.1785560205135]","[2985.501399782332, 1697.1209987397494, 7713.218361175722, 8457.890504530973, 1933.3799775788536]"
1742,1742,295.0,48361.0,88,"[u'2', u'1', u'1', u'1']",61.0,60.0,0.9836065573770492,2010,32,2,6,4,"(24.48582, 118.08127)",湖里区,12.0,42.0,32.0,16.0,57.0,15.0,"[3603.6091372975293, 3820.94730528335, 4908.844037894124, 4325.68087274162, 5331.1595390825805, 9849.356259586499, 8036.1001586275315, 4234.634705085525, 5545.600626179151, 3691.4850844917523, 3691.4850844917523, 9827.80005427708, 5054.055693292378, 16278.704697347162, 24643.744705276054, 5012.758995399137]","[1269.4814813958617, 1490.4274262877796, 10522.188337451962, 11516.921555365174, 4747.391952193432]"
1743,1743,1000.0,45084.0,300,"[u'4', u'2', u'1', u'3']",221.0,220.0,0.995475113122172,2000,15,3,None,4,"(24.47016, 118.11025)",思明区,25.0,64.0,46.0,19.0,67.0,28.0,"[3698.2980279249987, 410.9492760282441, 3800.2921793400255, 7685.5478236100125, 3653.630174664129, 7721.561710337274, 5022.7589022140855, 1451.5718957885294, 4372.98698946271, 561.2204680787967, 561.2204680787967, 11618.879444962307, 8031.380456131725, 14691.98014686255, 26042.977457534886, 8199.529337728445]","[2625.638858716377, 2683.767746363627, 8819.435388605094, 8874.731006585505, 3418.6474638726463]"
1744,1744,650.0,57018.0,195,"[u'3', u'2', u'1', u'2']",114.0,113.0,0.9912280701754386,2007,31,3,None,3,"(24.47957, 118.10945)",思明区,18.0,91.0,44.0,26.0,71.0,30.0,"[4257.68719595248, 1348.7523664369269, 2949.1412351227623, 7261.526108329874, 2974.6392676806854, 7328.462867359031, 5112.011720270009, 1297.3545093228743, 5263.368820835566, 1602.0555434210653, 1602.0555434210653, 10576.419377157239, 7872.7868897589415, 14149.509947023664, 25006.424385161336, 7923.2449110398975]","[2547.226710281557, 1855.7957994269764, 8276.100991465428, 8740.18397210341, 2605.8532264542246]"
1745,1745,360.0,36390.0,108,"[u'3', u'2', u'1', u'1']",98.0,97.0,0.9897959183673469,1988,6,3,None,4,"(24.48096, 118.11402)",思明区,19.0,92.0,44.0,25.0,72.0,32.0,"[4706.018409539098, 1438.5885716607477, 2564.784911552023, 7670.449915432371, 2519.020486862041, 6841.833731535075, 4672.97737321522, 897.3643847435093, 5604.270993916971, 1806.9980699683113, 1806.9980699683113, 10507.793750614608, 8336.10110309888, 13679.777963188944, 24831.101324684067, 8366.010744279733]","[3032.753746357714, 2158.8076713031237, 7804.055146110164, 8259.74545811765, 2198.4089234433995]"
1746,1746,430.0,48315.0,129,"[u'2', u'2', u'1', u'1']",89.0,88.0,0.9887640449438202,2016,25,2,None,3,"(24.47759, 118.11835)",思明区,26.0,87.0,46.0,20.0,10.0,30.0,"[4831.108105570791, 1171.2478088816922, 2725.238785539657, 8189.458113432044, 2501.838937532868, 6604.764403573378, 4192.812732137581, 376.0996105695795, 5506.822512173072, 1631.6214127287017, 1631.6214127287017, 10967.552219480622, 8779.535353985057, 13540.491619937116, 25191.791659754093, 8846.543091748317]","[3408.648833161017, 2724.3630487363616, 7665.085798801159, 7887.77355898245, 2325.8600346046574]"
1747,1747,1450.0,78379.0,435,"[u'4', u'2', u'1', u'2']",185.0,184.0,0.9945945945945946,2012,27,1,None,4,"(24.49566, 118.11368)",思明区,28.0,117.0,41.0,21.0,71.0,35.0,"[5873.898075745702, 3066.0180419989942, 1452.236044588681, 7419.741032305443, 1926.1316343016854, 6415.005704556762, 5209.821316100301, 2176.358715688779, 7073.595789964153, 3406.657148831576, 3406.657148831576, 8910.817785850855, 8475.309629053554, 12859.219823817988, 23205.468596432333, 8325.245230270213]","[3721.9244981733245, 1970.8228554538534, 7066.711525417464, 8231.423464260053, 1302.2471631730339]"
1748,1748,256.0,46896.0,76,"[u'2', u'1', u'1', u'1']",54.0,53.0,0.9814814814814815,2007,32,3,1,4,"(24.4766, 118.1181)",思明区,27.0,85.0,45.0,20.0,75.0,26.0,"[4749.7758789250565, 1061.2596398941635, 2837.3279860206926, 8195.16236959037, 2606.1926424918306, 6678.550633132289, 4210.550748407478, 415.5671911344624, 5401.596159298425, 1525.6984794309867, 1525.6984794309867, 11068.403970861873, 8758.561372303395, 13626.68076176854, 25301.9308875918, 8837.285883017386]","[3375.3157138587276, 2760.4119191967425, 7752.579942640633, 7934.228439753865, 2437.477141196382]"
1749,1749,590.0,64131.0,177,"[u'2', u'2', u'1', u'1']",92.0,91.0,0.9891304347826086,2013,25,2,5,3,"(24.49657, 118.11124)",思明区,26.0,109.0,42.0,18.0,67.0,32.0,"[5810.763083748646, 3175.2735123687035, 1649.0631614705628, 7170.546805733569, 2174.0940477342624, 6643.807788209197, 5476.07550468227, 2373.1811463461277, 7082.580145103268, 3487.728332433673, 3487.728332433673, 8757.721581506461, 8254.737651346479, 13030.530230387381, 23116.368291181698, 8089.422801362833]","[3597.747255122868, 1775.8303019981865, 7259.428310750275, 8484.80484506716, 1539.4340903866519]"
1750,1750,248.0,53914.0,74,"[u'1', u'1', u'1', u'1']",46.0,45.0,0.9782608695652174,2004,28,2,1,4,"(24.47581, 118.11162)",思明区,21.0,81.0,45.0,21.0,70.0,28.0,"[4159.761023088992, 888.6422161944238, 3180.991104947069, 7594.017475047173, 3090.078835366896, 7302.115829531392, 4863.150994758691, 1076.1441762444178, 4986.384927290176, 1199.4617157432713, 1199.4617157432713, 11023.2100959025, 8107.225079924621, 14207.047926833928, 25411.19310197412, 8203.134827299456]","[2714.911233403371, 2296.1804483761744, 8329.362293485647, 8595.33044980694, 2808.431882938222]"
1751,1751,1130.0,64943.0,339,"[u'4', u'2', u'1', u'2']",174.0,173.0,0.9942528735632183,2003,28,3,None,3,"(24.48071, 118.10827)",思明区,17.0,94.0,44.0,26.0,71.0,30.0,"[4259.7609068608035, 1507.4973678159838, 2924.0448564607896, 7112.667022696041, 2997.153451634109, 7391.604030270244, 5246.007750116967, 1440.530569403373, 5332.396293098277, 1734.8822994814805, 1734.8822994814805, 10433.46616943937, 7753.012898879396, 14179.360302692085, 24887.314161101545, 7789.41278903949]","[2460.5910895137927, 1683.5508230203377, 8310.244725337881, 8841.07923475824, 2595.645660034147]"
